Station,River,Drainage_b,Latitude,Longitude,Area_sim_km2,Type,Validation,COMID,watershed,subbasin,Country,Climate
Congo_cugo_km1651,Cugo,Congo,-7.5367,16.7329,10146.09,Operational,Automatic,7082089,africa,geoglows,Angola,Tropical
Congo_cuilo_km1307,Cuilo,Congo,-5.8886,16.4228,18054.81,Operational,Automatic,7080226,africa,geoglows,Angola,Tropical
Congo_dja_km1551,Dja,Congo,1.9374,15.6244,71973.72,Operational,Automatic,7069287,africa,geoglows,Cameroon,Tropical
Congo_dja_km1557,Dja,Congo,1.9489,15.5686,71973.72,Operational,Automatic,7069287,africa,geoglows,Congo-Brazzaville,Tropical
Congo_dja_km1629,Dja,Congo,2.0104,15.1409,40069.64,Operational,Expert,7069203,africa,geoglows,Congo-Brazzaville,Tropical
Congo_dja_km1632,Dja,Congo,2.0091,15.1143,40069.64,Operational,Expert,7069203,africa,geoglows,Congo-Brazzaville,Tropical
Congo_dja_km1660,Dja,Congo,2.005,14.963,39025.65,Research,Expert,7069178,africa,geoglows,Congo-Brazzaville,Tropical
Congo_dja_km1729,Dja,Congo,2.1363,14.6751,33817.75,Operational,Automatic,7069004,africa,geoglows,Congo-Brazzaville,Tropical
Congo_dja_km1733,Dja,Congo,2.1314,14.6464,33817.75,Operational,Automatic,7069004,africa,geoglows,Congo-Brazzaville,Tropical
Congo_dja_km1737,Dja,Congo,2.1604,14.6399,33817.75,Operational,Automatic,7069004,africa,geoglows,Congo-Brazzaville,Tropical
Congo_dja_km1828,Dja,Congo,2.3494,14.2549,30708.79,Operational,Expert,7068640,africa,geoglows,Cameroon,Tropical
Congo_dja_km1914,Dja,Congo,2.849,14.0196,25123.95,Operational,Expert,7067826,africa,geoglows,Cameroon,Tropical
Congo_dja_km1932,Dja,Congo,2.8831,13.9057,25123.95,Operational,Automatic,7067826,africa,geoglows,Cameroon,Tropical
Congo_dja_km1988,Dja,Congo,2.847,13.5524,20693.49,Operational,Automatic,7067923,africa,geoglows,Cameroon,Tropical
Congo_dja_km2020,Dja,Congo,2.7945,13.4189,19835.66,Operational,Automatic,7067926,africa,geoglows,Cameroon,Tropical
Congo_dja_km2091,Dja,Congo,2.8581,13.0831,17991.1,Operational,Automatic,7067791,africa,geoglows,Cameroon,Tropical
Congo_dja_km2097,Dja,Congo,2.8504,13.0619,178.61,Operational,Automatic,7067834,africa,geoglows,Cameroon,Tropical
Congo_dja_km2115,Dja,Congo,2.8659,12.9667,16138.93,Operational,Automatic,7067766,africa,geoglows,Cameroon,Tropical
Congo_dja_km2179,Dja,Congo,3.0254,12.5781,13633.11,Operational,Automatic,7067504,africa,geoglows,Cameroon,Tropical
Congo_dja_km2187,Dja,Congo,3.0485,12.5401,13633.11,Operational,Automatic,7067504,africa,geoglows,Cameroon,Tropical
Congo_djoue_km0540,Djoue,Congo,-4.217,15.031,5752.7,Research,Expert,7078219,africa,geoglows,Congo-Brazzaville,Tropical
Congo_dungu_km3335,Dungu,Congo,3.6946,28.7931,16855.38,Operational,Expert,7066488,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_elila_km2684,Elila,Congo,-2.7354,26.0104,28516.95,Operational,Automatic,7076324,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_elila_km2725,Elila,Congo,-2.8554,26.1924,27905.94,Operational,Expert,7076479,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_elila_km2809,Elila,Congo,-3.0417,26.5459,23473.72,Operational,Expert,7076705,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_elila_km2832,Elila,Congo,-3.0506,26.6166,22139.11,Operational,Automatic,7076721,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_elila_km2926,Elila,Congo,-2.9571,26.9944,20536.29,Operational,Automatic,7076706,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_elila_km2947,Elila,Congo,-3.0531,27.0839,19027.73,Operational,Expert,7076825,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_elila_km3112,Elila,Congo,-3.4761,27.5771,9744.8,Operational,Expert,7077389,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_elila_km3147,Elila,Congo,-3.5088,27.7831,9103.42,Operational,Expert,7077285,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_epulu_km2732,Epulu,Congo,1.2714,28.3954,12935.88,Operational,Automatic,7070479,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_giri_km1316,Giri,Congo,0.8357,18.1274,19741.39,Operational,Automatic,7071148,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_giri_km1463,Giri,Congo,1.636,18.454,14513.22,Research,Expert,7069960,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_giri_km1473,Giri,Congo,1.685,18.485,13013.89,Research,Expert,7069773,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_giri_km1474,Giri,Congo,1.6852,18.4862,13013.89,Operational,Automatic,7069773,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_ibenga_km1534,Ibenga,Congo,2.7131,18.0789,13574.56,Operational,Automatic,7068696,africa,geoglows,Congo-Brazzaville,Tropical
Congo_ikelemba_km1226,Ikelemba,Congo,0.1633,18.3551,14143.24,Operational,Expert,7072130,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_ikelemba_km1263,Ikelemba,Congo,0.2679,18.4691,13190.34,Operational,Expert,7071936,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_ikelemba_km1323,Ikelemba,Congo,0.3187,18.7878,12005.24,Operational,Automatic,7071894,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_ikelemba_km1363,Ikelemba,Congo,0.3675,18.9595,10249.61,Operational,Automatic,7071806,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_ikelemba_km1374,Ikelemba,Congo,0.3551,19.0107,10079.3,Operational,Expert,7071810,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_ikelemba_km1416,Ikelemba,Congo,0.3306,19.1994,8955.18,Operational,Expert,7071878,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_inzia_km1035,Inzia,Congo,-4.1129,17.9656,25107.68,Operational,Automatic,7078072,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_inzia_km1043,Inzia,Congo,-4.1458,17.9589,22806.52,Operational,Automatic,7078194,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_inzia_km1056,Inzia,Congo,-4.2156,17.9231,15359.91,Operational,Automatic,7078332,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_inzia_km1170,Inzia,Congo,-4.7144,17.5651,9077.07,Operational,Automatic,7079578,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_itimbiri_km1957,Itimbiri,Congo,2.2299,23.0399,48417.51,Operational,Automatic,7068830,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_itimbiri_km1974,Itimbiri,Congo,2.2729,23.1236,48058.52,Operational,Automatic,7068767,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_itimbiri_km1995,Itimbiri,Congo,2.3764,23.1485,45306.81,Operational,Automatic,7068659,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_itimbiri_km2055,Itimbiri,Congo,2.6193,23.4214,41477.99,Operational,Expert,7068247,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_itimbiri_km2104,Itimbiri,Congo,2.6821,23.6794,37816.39,Operational,Expert,7068156,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_itimbiri_km2142,Itimbiri,Congo,2.7634,23.8204,35377.49,Operational,Expert,7068011,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_itimbiri_km2146,Itimbiri,Congo,2.7824,23.8529,34403.62,Operational,Automatic,7067939,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_ituri_km2530,Ituri,Congo,1.6143,27.0649,61882.67,Operational,Expert,7069877,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_ituri_km2544,Ituri,Congo,1.5806,27.1754,61882.67,Operational,Expert,7069877,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_ituri_km2573,Ituri,Congo,1.5404,27.4006,53703.09,Operational,Expert,7070325,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_ituri_km2613,Ituri,Congo,1.3434,27.5897,53703.09,Operational,Automatic,7070325,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_ituri_km2658,Ituri,Congo,1.3371,27.9134,52015.98,Operational,Automatic,7070407,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_ituri_km2676,Ituri,Congo,1.3341,28.0559,45278.87,Operational,Expert,7070346,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_ituri_km2736,Ituri,Congo,1.1611,28.4175,31385.19,Operational,Automatic,7070609,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_ituri_km2748,Ituri,Congo,1.0869,28.4686,31024.05,Operational,Automatic,7070720,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_ituri_km2822,Ituri,Congo,1.1886,28.8814,21511.77,Operational,Automatic,7070838,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_ituri_km2833,Ituri,Congo,1.1952,28.9601,20656.97,Operational,Automatic,7070636,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_ituri_km2928,Ituri,Congo,1.0879,29.3698,17919.46,Operational,Automatic,7070847,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_ituri_km2945,Ituri,Congo,1.1811,29.4247,17919.46,Operational,Automatic,7070847,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_ituri_km2962,Ituri,Congo,1.2229,29.4934,16872.68,Operational,Expert,7070496,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_ituri_km3015,Ituri,Congo,1.4461,29.7596,12853.81,Operational,Automatic,7070134,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kadei_km1791,Kadei,Congo,3.5901,15.9312,43308.54,Operational,Automatic,7066649,africa,geoglows,Central African Republic,Tropical
Congo_kadei_km1833,Kadei,Congo,3.7854,15.6824,37260.65,Operational,Expert,7066230,africa,geoglows,Central African Republic,Tropical
Congo_kadei_km1878,Kadei,Congo,3.9725,15.5501,35985.26,Operational,Expert,7066201,africa,geoglows,Central African Republic,Tropical
Congo_kadei_km1953,Kadei,Congo,4.1004,15.1109,23097.9,Operational,Automatic,7065651,africa,geoglows,Cameroon,Tropical
Congo_kadei_km2011,Kadei,Congo,4.2331,14.7899,21597.23,Operational,Expert,7065375,africa,geoglows,Cameroon,Tropical
Congo_kadei_km2027,Kadei,Congo,4.1986,14.6656,20781.62,Operational,Automatic,7065519,africa,geoglows,Cameroon,Tropical
Congo_kadei_km2028,Kadei,Congo,4.1892,14.6564,20781.62,Operational,Automatic,7065519,africa,geoglows,Cameroon,Tropical
Congo_kalungwishi_km3764,Kalungwishi,Congo,-9.2064,29.3249,12957.56,Operational,Automatic,7083889,africa,geoglows,Zambia,Tropical
Congo_kalungwishi_km3780,Kalungwishi,Congo,-9.3151,29.3489,11813.74,Operational,Automatic,7084195,africa,geoglows,Zambia,Tropical
Congo_kasai_km0715,Kasai,Congo,-3.1117,16.2746,909917.21,Operational,Automatic,7076858,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km0758,Kasai,Congo,-3.0552,16.6216,908264.97,Operational,Expert,7076703,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km0760,Kasai,Congo,-3.046,16.632,908264.97,Research,Expert,7076703,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km0769,Kasai,Congo,-3.039,16.728,906276.95,Research,Expert,7076757,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km0770,Kasai,Congo,-3.052,16.7241,906276.95,Operational,Automatic,7076757,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km0840,Kasai,Congo,-3.1809,17.2264,763413.63,Operational,Expert,7076904,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km0841,Kasai,Congo,-3.1817,17.2371,763413.63,Operational,Automatic,7076904,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km0856,Kasai,Congo,-3.215,17.365,763413.63,Research,Expert,7076904,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km0862,Kasai,Congo,-3.231,17.404,487036.62,Research,Expert,7076920,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km0868,Kasai,Congo,-3.2556,17.456,486823.43,Operational,Expert,7077018,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km0896,Kasai,Congo,-3.3244,17.6721,486823.43,Operational,Expert,7077018,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km0904,Kasai,Congo,-3.3349,17.7273,485703.5,Operational,Automatic,7077197,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km0952,Kasai,Congo,-3.403,18.085,485703.5,Research,Expert,7077197,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km0956,Kasai,Congo,-3.4189,18.1196,485703.5,Operational,Automatic,7077197,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km0959,Kasai,Congo,-3.436,18.132,485703.5,Research,Expert,7077197,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km0971,Kasai,Congo,-3.4156,18.2146,483825.6,Operational,Expert,7077194,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1017,Kasai,Congo,-3.5912,18.5484,481805.48,Operational,Expert,7077393,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1039,Kasai,Congo,-3.6175,18.7264,480708.86,Operational,Automatic,7077452,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1044,Kasai,Congo,-3.645,18.75,480708.86,Research,Expert,7077452,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1063,Kasai,Congo,-3.688,18.906,479279.09,Research,Expert,7077520,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1100,Kasai,Congo,-3.8184,19.1831,469783.01,Operational,Automatic,7077693,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1101,Kasai,Congo,-3.814,19.191,469783.01,Research,Expert,7077693,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1107,Kasai,Congo,-3.8446,19.2394,469229.41,Operational,Expert,7077724,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1129,Kasai,Congo,-3.943,19.403,3220.63,Research,Expert,7078086,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1130,Kasai,Congo,-3.9311,19.4089,468930.48,Operational,Expert,7077838,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1172,Kasai,Congo,-4.089,19.713,464456.22,Research,Expert,7078019,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1178,Kasai,Congo,-4.1083,19.7606,463106.12,Operational,Automatic,7078047,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1186,Kasai,Congo,-4.1299,19.8321,462677,Operational,Automatic,7078120,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1250,Kasai,Congo,-4.3791,20.2427,410345.58,Operational,Expert,7078407,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1256,Kasai,Congo,-4.3733,20.2966,410345.58,Operational,Expert,7078407,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1288,Kasai,Congo,-4.341,20.487,252708.97,Research,Expert,7078367,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1321,Kasai,Congo,-4.4626,20.6933,247948.77,Operational,Automatic,7078551,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1328,Kasai,Congo,-4.492,20.719,247948.77,Research,Expert,7078551,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1332,Kasai,Congo,-4.5078,20.7486,247948.77,Operational,Expert,7078551,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1337,Kasai,Congo,-4.5026,20.7834,247129.37,Operational,Automatic,7078645,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1344,Kasai,Congo,-4.5536,20.8036,246543.84,Operational,Automatic,7078750,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1407,Kasai,Congo,-4.9259,21.0589,243004.99,Operational,Expert,7079107,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1460,Kasai,Congo,-5.3259,21.0455,169471.49,Operational,Expert,7079597,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1470,Kasai,Congo,-5.3924,20.9901,169471.49,Operational,Automatic,7079597,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1496,Kasai,Congo,-5.5729,20.9144,166944.13,Operational,Automatic,7079930,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1557,Kasai,Congo,-5.8944,20.6349,163060.28,Operational,Expert,7080135,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1611,Kasai,Congo,-6.2951,20.7251,152070.13,Operational,Expert,7080650,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1616,Kasai,Congo,-6.3309,20.7446,152070.13,Operational,Automatic,7080650,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1684,Kasai,Congo,-6.6537,21.1399,59966.23,Operational,Automatic,7080975,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1710,Kasai,Congo,-6.768,21.2976,57988.24,Operational,Automatic,7081195,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1784,Kasai,Congo,-7.136,21.699,41995.53,Research,Expert,7082176,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1845,Kasai,Congo,-7.5281,21.8419,41995.53,Operational,Expert,7082176,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1851,Kasai,Congo,-7.571,21.857,41995.53,Research,Expert,7082176,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km1913,Kasai,Congo,-8.0092,21.7711,607.26,Operational,Automatic,7082852,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km2087,Kasai,Congo,-9.2386,21.8521,30996.5,Operational,Automatic,7083927,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km2142,Kasai,Congo,-9.6309,21.8736,29949.72,Operational,Automatic,7084513,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km2160,Kasai,Congo,-9.7241,21.9616,29949.72,Operational,Automatic,7084513,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kasai_km2329,Kasai,Congo,-10.5862,22.1566,18835.02,Operational,Automatic,7085417,africa,geoglows,Angola,Tropical
Congo_kasai_km2408,Kasai,Congo,-10.8269,21.7426,14462.09,Operational,Automatic,7086005,africa,geoglows,Angola,Tropical
Congo_kasai_km2531,Kasai,Congo,-11.2329,21.3686,12937.91,Operational,Automatic,7086172,africa,geoglows,Angola,Tropical
Congo_kibali_km3324,Kibali,Congo,3.5831,28.8182,21701.11,Operational,Expert,7066581,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kibali_km3362,Kibali,Congo,3.5838,29.0221,18729.17,Operational,Automatic,7066605,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kibali_km3420,Kibali,Congo,3.3633,29.2751,17703.48,Operational,Expert,7067043,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kibali_km3436,Kibali,Congo,3.2829,29.3521,17205.83,Operational,Automatic,7067049,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kibali_km3445,Kibali,Congo,3.2931,29.4294,9243.79,Operational,Automatic,7067335,africa,geoglows,Democratic Republic of the Congo,Tropical
Congo_kotto_km2257,Kotto,Congo,4.3859,22.0944,82527.5,Operational,Expert,7065394,africa,geoglows,Central African Republic,Tropical
Congo_kotto_km2287,Kotto,Congo,4.5289,22.0624,80306.57,Operational,Expert,7064860,africa,geoglows,Central African Republic,Tropical
